Url,Identifier,PrefLabel,Definition,Version,Deprecated,Date
http://vocab.nerc.ac.uk/collection/L22/current/NETT0056/,SDN:L22::NETT0056,High-speed plankton sampler - Pierce (1937),Construction comprises a 7 cm mouth opening of front cone which was 16.5 cm long.  17.8 cm diameter cylinder body which was 25.4 cm long. 7 cm conical coarse silk net 16.5 cm long with small jar cod end.,1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0109/,SDN:L22::NETT0109,Nackthai net - Nellen and Hempel (1969),A modified Gulf V sampler with a 20 cm diameter nose cone aperture expanding to 38 cm diameter over length of 53 cm. Attached to back of cone is a net 120 cm long.  Frame work in which net supported 45 cm x 45 cm x 190 cm long. Overall length 143 cm. A comparison was made between the Hai and the Nackthai samplers which showed the Nackthai filtered more water and caught significantly more plankton and fish a result attributed to its non-encased net [Wiebe and Benfield 2003 Plate 16 E].,1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0084/,SDN:L22::NETT0084,"Large Opening-closing High-speed Sampling System - Dunn et al. (1989, 1993)","Rectangular net design similar to BIONESS.  Uses an acoustic telemetry system to monitor depth, battery voltage, flow, and net function and to control the opening and closing of the nets. An underwater data logger is also present to log depth, conductivity, temperature and other parameters. LOCHNESS carries 5 nets with 224 cm x 224 cm mouth opening (5-m2) x 1400 cm long.  Tow speeds up to 6 knots [Wiebe and Benfield 2003 Plate 31 D, E].",1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0139/,SDN:L22::NETT0139,Small plankton sampler - Glover (1953),"This is a small high-speed sampler (similar to the Hardy Standard Plankton Indicator and the Miniature Plankton Indicator) with a 1.9 cm diameter aperture opening, 3.2 cm diameter internal net and 8.9 cm long, and a 30.5 cm overall length [Wiebe and Benfield 2003 Plate 14 A].",1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0063/,SDN:L22::NETT0063,High-speed tow net - Gauld and Beganal (1951),"A 46 cm diameter mouth opening with 15 cm long calico collar, 94 cm long silk net (10.2 meshes per cm), and 12 cm diameter x 17cm long sleeve with ring sewn in at end. The tail of the net is flipped inward and bridles attached to the ring are attached to the front of the net.  A three-part bridle tows the net at speeds up to 7 knots. Design taken from Sheard [Wiebe and Benfield 2003 Plate 15 A].",1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0067/,SDN:L22::NETT0067,High speed-sampler - Monti (1910),A cylindrical tube modified from Zacharias with a 3-4 cm diameter mouth opening expanding to 10-12 cm diameter main body and a filtering cone leading to a stopcock at the rear.  Overall length 50 cm [Wiebe and Benfield 2003 Plate 13 C].,1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0087/,SDN:L22::NETT0087,MAFF-Guildline high-speed samplers - Milligan and Riches (1983),"A modified Lowestoft Sampler -itself a modified Gulf III sampler - which has a 40 cm diameter conical nose cone aperture with 76.6 cm diameter body 275 cm long.  A second system has a 20 cm diameter nose cone aperture with a 53.3 cm diameter body that is 275 cm long. These systems have a Guildline CTD sensor unit with oxygen, pH, and digital flowmeter as additional probes with telemetry through a conducting cable. (MAFF stands for Ministry of Agriculture, Fisheries, and Food, now known as CEFAS)",1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0048/,SDN:L22::NETT0048,Gulf III high-speed sampler - Gehringer (1952),Construction is a 40.7 cm diameter nose piece entrance into an 50.2 cm diameter cylinder 152 cm long made of 0.152 cm monel metal mesh. 49.5 cm diameter inside conical net 137 cm long of No. 10 screen (0.038 cm mesh ~ No. 1 silk).  Equipped with flowmeter. Towed at  5+ knots. Also used with 20.3 cm nose cone [Wiebe and Benfield 2003 Plate 15 D].,1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0086/,SDN:L22::NETT0086,Lowestoft multiple high-speed plankton sampler - Beverton and Tungate (1967),"Construction comprises a 30.5 to  48.5 cm diameter nose cone aperture with 76.6 cm diameter body and 244 cm in length (a modified Gulf III sampler).  Conical netting of nylon mesh of 0.270, 0.305, or 0.420 mm or Monel metal mesh of 0.270, 0.42, 0.560 mm.  Has two auxiliary samplers with nose cones of 5 to 9 cm diameter and main body 16.5 cm diameter (0.061 - 0.270 cm mesh). An additional phytoplankton or water sampler has an aperture of 0.1 cm and a body diameter of 11.5 cm. Flowmeter mounted in nose cone [Wiebe and Benfield 2003 Plate 17 A].",1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0018/,SDN:L22::NETT0018,Catcher II high-speed sampler,"A high-speed, opening-closing plankton sampler.",1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0662/,SDN:L22::TOOL0662,Chelsea Technologies GLOWtracka bioluminescence,"The GLOWtracka is designed to measure visible emissions from bioluminescent organisms in the marine environment. It can be moored, used in profiles, or deployed in towed vehicles. It's precision flow meter stimulates bioluminescent organisms and measures the light flashes as the organisms pass the photodiode. The sensor can be deployed to depths up to 1000 m and has an irradiance detectivity of 10 picowatt at 560 nm over z.f. -50 Hz (-3 db).",2,false,2014-01-28 11:55:16.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0688/,SDN:L22::TOOL0688,Sea-Bird SBE 39-IM temperature recorder,"A high-accuracy temperature recorder (pressure optional) with internal battery and a built-in inductive modem intended for moorings with either real-time telemetry or a surface data logger.  Data are also stored in internal non-volatile memory as insurance against data loss.  Calibration coefficients stored in EEPROM allow the SBE 39 to transmit data in engineering units. The SBE 39 thermistor has a long history of exceptional initial accuracy (0.002C) and stability (typical drift is 0.0002C per month).  The standard plastic housing is for depths down to 600m, but an optional titanium housing can withstand depths of 10500m.  For more information see http://www.seabird.com/products/spec_sheets/39imdata.htm.",1,false,2014-04-15 15:48:27.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1218/,SDN:L22::TOOL1218,Mettler Toledo FiveGo Portable Instruments,"The Mettler Toledo FiveGo meters are portable instruments used for pH, conductivity and dissolved oxygen determination in aqueous samples. The FiveGo meters are split into three categories: FiveGO pH, FiveGo Conductivity and FiveGo DO. The models vary between single and dual channels for both basic and professional use. The basic single channel instruments measure pH/mV or conductivity, whereas the basic dual channel instruments measure pH/mV and conductivity in parallel. The pro single channel instruments determine pH/mV/ion, conductivity or dissolved oxygen discretely, whereas the pro dual models determine pH/mV/ion in parallel with conductivity or dissolved oxygen. pH measurements range from 0-14 pH, conductivity measurements range from 0-200mS/cm and dissolved oxygen measurements range from 0.01-45 mg/l.",1,false,2018-03-05 16:13:15.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0962/,SDN:L22::TOOL0962,Smith-McIntyre grab,"This grab was designed to operate under difficult conditions in the open sea. It has a typical sampling area of 0.1 m2 and a penetration depth up to 30 cm. This grab is mounted on a stainless steel frame suspended from a pair of lowering cables (bridles) attached to the bucket arms. Springs activated by a trigger mechanism, released when the foot plates come into contact with the ocean floor, force the bucket jaws into the sediment in order to collect the sample. Safety features have been fitted to the grab to prevent the tripping mechanism from being triggered prematurely.",1,false,2015-12-16 16:57:05.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0988/,SDN:L22::TOOL0988,1-metre ring net,Plankton net described as 1-metre ring net; designed with single circular (ring) mouth piece with measurements: mouth diameter (metre)=1; with opening area (square metre)=0.8; with total filtering net length (metre)=not specified; with filtering net shape conical; with additional features: can be used for qualitative sampling or the capture of live animals or quantitative sampling if used with flowmeter; with mesh size (millimetre)=0.333 as a standard but may vary; and equipped with NO closing mechanism.,1,false,2016-04-04 14:47:13.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0478/,SDN:L22::TOOL0478,Agilent Integrated Autosampler I-AS,"A laboratory autosampler for low volume and ultra-trace analyses. The instrument features a peristaltic pump and continuously flowing rinse port so that the probe is always rinsed with fresh wash solution, eliminating the risk of cross contamination during a long sample sequence. It uses non-metal materials to minimise the risk of trace metal contamination. The autosampler was designed for use with the Agilent 7500 series ICP-MS but can also be used with the Agilent 4500 series ICP-MS.",1,false,2012-03-06 15:57:11.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0485/,SDN:L22::TOOL0485,PerkinElmer AS 93plus autosampler,"A laboratory random-access autosampler which is a computer-controlled, multi-purpose sampling system for flame and flow-injection atomic absorption, ICP-OES and ICP-MS. The instrument automates standard and sample introductions via software commands. Random-access programming gives broad flexibility in the placement of samples and standards. The sample probe, including the sample transport capillary tubing is made of acid and solvent-resistant materials. The AS 93plus model is compatible with commonly used sample trays from other manufacturers.  The instrument includes an integrated power supply and control electronics, and also has automatic rinsing.",1,false,2012-03-29 16:25:41.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0486/,SDN:L22::TOOL0486,ThermoFinnigan AS3000 Autosampler,"A laboratory autosampler for automatic routine sampling and complete sample preparation. The instrument includes a sample tray, injector and column oven, all of which are precisely temperature-controlled. It features a 120 vial capacity with random vial access and multiple injection modes to maximise sampling flexibility. Unique sample withdrawal and automatic flush procedures minimise cross contamination between samples, typically less than 0.01% with a 400 uL flush volume. RSD precision is better than 0.5%. The instrument was designed for use with the SpectraSYSTEM HPLC. The instrument was originally manufactured by Thermo Finnigan, which was replaced by Thermo Electron and later Thermo Scientific (part of Thermo Fisher Scientific).",1,false,2012-03-29 16:25:41.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0971/,SDN:L22::TOOL0971,Thermo Scientific GasBench II preparation system,"An on-line gas preparation and introduction system for isotope ratio mass spectrometry that is designed for high precision isotope and molecular ratio determination of headspace samples, including water equilibration, carbonates and atmospheric gases. The instrument allows for the use of a dual viscous flow inlet system of repetitive measurements of sample and standard gas on a continuous flow isotope ratio mass spectrometer (CF-IRMS) system. The sample volume is the sample vial (instead of a metal bellows), and the reference gas volume is a pressurized gas tank. The instrument consists of a user programmable autosampler, a gas sampling system, a maintenance-free water removal system, a loop injection system, an isothermal gas chromatograph (GC), an active open split interface, a reference gas injection system with three reference ports, and one or two optional LN2 traps for cryofocusing. The gas sampling system includes a two port needle which adds a gentle flow of He into the sample vial, diluting and displacing sample gas. Water is removed from the sample gas through diffusion traps. The loop injector aliquots the sample gas onto the GC column, which separates the molecular species. The reference gas injection system allows accurate referencing of each sample aliquot to isotopic standards. The system can be used with several options including a carbonate reaction kit that allows injection of anhydrous phospohric acid into sample vials.",1,false,2016-02-29 14:00:40.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0487/,SDN:L22::TOOL0487,ThermoFinnigan SpectraSYSTEM High Performance Liquid Chromatograph,"The SpectraSYSTEM is designed for automated sample preparation and HPLC analysis. It comprises a series of modules, including a range of degassers, pumps, autosamplers and detectors. The solvent is delivered by a pump featuring a real-time pressure feedback and automatic solvent compressibility system optimized to provide accurate and precise pump flows, regardless of solvent composition. SpectraSYSTEM pumps are designed for flow rates of 10 uL to 10 mL/min (flow rate precision < 0.2% RSD) and feature excellent gradient accuracy and linearity. The SpectraSYSTEM includes an autosampler with a 120 vial capacityThe SpectraSYSTEM can be fitted with a variety of detectors, including UV/Visible (deuterium and tungsten lamps), photodiode array (deuterium and tungsten-halogen lamps) and fluorescence (pulsed xenon lamps) spectrometers. The instrument was originally manufactured by Thermo Finnigan, which was replaced by Thermo Electron and later Thermo Scientific (part of Thermo Fisher Scientific).",1,false,2012-03-29 16:25:41.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1335/,SDN:L22::TOOL1335,Agilent 1200 Series Rapid Resolution Liquid Chromatography (RRLC) system,"An instrument designed for high-speed analyses of mixture components by Rapid Resolution Liquid Chromatography (RRLC) as well as standard High-Performance Liquid Chromatography (HPLC). It can support narrow and standard bore columns of 10 to 300 mm in length, 1.0 to 4.6 mm in internal diameter, and with particle sizes from 1.5 to 10 um. For RRLC analysis, the system can be equipped with second generation ZORBAX Rapid Resolution HT 1.8 um columns, or Poroshell 120 columns; the latter may be mounted in-series to achieve separation power of up to 375 plates per second, which is about 20 times faster than conventional HPLC methods with no reduction in data quality. The system supports ultraviolet (UV) visible detectors as well as evaporative light scattering detectors (ELSD). The Agilent ChemStation software package is used as a system interface.",1,false,2019-06-17 16:08:40.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0100/,SDN:L22::NETT0100,MTD horizontal net - Motoda (1971),Comprises a 56 cm diameter cylinder (80 cm length and cone (110 cm length) net mounted on wire with a triangular framework so that up to 10 can be towed simultaneously. Has a closing system that inverts the forward portion of the net and draws mid-net section tight. A flowmeter can provide approximate volumes filtered. Mesh size not given [Wiebe and Benfield 2003 Plate 8 D].,1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/NETT0126/,SDN:L22::NETT0126,Opening-closing mechanism for plankton nets - Bourdillon et al. (1978),"A double messenger system to allow a ring net to be sent down closed, opened at depth, and then closed again by a second messenger [Wiebe and Benfield 2003 Plate 7 A]",1,false,2011-10-21 14:18:49.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0213/,SDN:L22::TOOL0213,Idronaut Ocean Seven 320 CTD,"A fast response, multi-parameter conductivity, temperature and depth probe. It can be fitted with an additional (redundant) pair of conductivity and temperature sensors allowing the precision and quality of the data to be checked.",1,false,2010-05-18 16:10:58.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0239/,SDN:L22::TOOL0239,SiS RTM 4002 X digital reversing thermometer,"A second-generation digital thermometer that collects a burst of temperature readings when inverted. It has a range of -2C to 40C, a resolution of 0.0001C below 10C (0.001C above 10C) and an accuracy of 0.003C. A glass-titanium housing with double o-ring seals of similar physical dimensions to an Hg-in-glass instrument gives an operating depth of 10000m.",1,false,2010-05-18 16:10:58.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0513/,SDN:L22::TOOL0513,Flow injection lumogallion system with fluorometer,"An analytical system used to determine concentrations of chemical species in a sample based on the fluorescence from the reaction between lumogallion and the species of interest. The system typically comprises individual components typically including pumps, injection and autosampler valves, preconcentration columns and a fluorometer. The system is normally uniquely assembled for each analysis.",1,false,2012-07-04 10:02:10.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0539/,SDN:L22::TOOL0539,Flygt pump,"Submersible electrical pump designed for continuous pumping of water. It incorporates an impeller, allowing large volumes of water to be pumped quickly. Flygt pumps were used by institutes such as the then Institute of Marine Environmental Research (now Plymouth Marine Laboratory) for oceanographic sampling in the 1970s. This allowed continuous monitoring of water properties as well as the collection of discrete samples from the pump outflow.",2,false,2012-10-12 09:11:26.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0839/,SDN:L22::TOOL0839,Paine 1600 PSIA pressure sensor,A strain gauge pressure sensor rated to a maximum pressure of 1600 pounds per square inch absolute (1000m depth).,1,false,2015-03-26 12:15:17.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1178/,SDN:L22::TOOL1178,Unspecified trigger corer,A trigger corer is a marine geological coring device used as part of the trigger system which allows a piston corer to free fall and collect cores. These trigger cores are often analysed by scientists.,1,false,2017-11-23 13:03:21.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0030/,SDN:L22::TOOL0030,Aanderaa WLR 8 Water Level Recorder,The WLR 8 is a bottom pressure recorder recording sea level with deployment depths of up to 6000 metres. Further information may be found on the BODC document server at URL http://www.bodc.ac.uk/data/documents/nodb/135903/,1,false,2009-11-30 11:56:35.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0056/,SDN:L22::TOOL0056,Teledyne RDI Workhorse Long-Ranger ADCP,The Teledyne RDI Workhorse Long-Ranger acoustic doppler current profiler is a long-range and long-term self contained ADCP. It has a patented broadband signal (75 kHz) and a standard depth rating of 1500m. It operates effectively between temperatures of -5°C and 45°C and has a velocity accuracy of ±1%; ±5 mm per s,2,false,2010-11-18 12:39:41.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0356/,SDN:L22::TOOL0356,Bolt Technology Corporation 1900-LLXT air gun,A towed chamber that rapidly releases a single bubble of highly compressed air on command to generate an acoustic shock wave plus sonic oscillations as the bubble collapses. It is used a an energy source for seafloor seismic surveys and is suited to both shallow and deep water work. The 1900-LLXT is designed for chamber volumes ranging from 10 to 380 cubic inches and has been tested at an operating pressure of 3000 psi.,1,false,2010-11-18 12:37:16.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0630/,SDN:L22::TOOL0630,SIS Dissolved Oxygen Analyser,"A PC-controlled instrument for determining dissolved oxygen using the Winkler (1888) titration method. The system consists of a transportable box containing a motor burette, an alternating light photometer and a stand with stirrer for the sample flask. The titration endpoint is determined by eye. The photometer is connected to a PC by an interface cable via an RS 232 serial link.",2,false,2013-07-29 16:31:23.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0656/,SDN:L22::TOOL0656,Bartington Magnetic Susceptibility MS2E point sensor,"A portable, 2 kHz, MS2 magnetic susceptability point meter used to analyse the flat surface of split drill or soft sediment cores at high spatial resolution. The MS2E has a sensing area mounted on a ceramic tube which allows the sensor to be placed directly on the flat surface of a split core. The area of response from the probe is 3.8 mm x 10.5 mm (at 50% maximum response) allowing for high spatial resolution measurements along the core surface. The sensor operates by generating a low intensity (approx. 80 A/m RMS), non-saturating, alternating current magnetic field. The MS2 family of sensors have a volume specific maximum resolution of 2 x 10^-6 SI (2 x 10^-7 CGS).",1,false,2013-12-02 12:24:49.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0930/,SDN:L22::TOOL0930,Everest Interscience Sea-Therm 4000L temperature sensor,A rugged temperature sensor designed to measure water surface temperature in harsh environments such as oil platforms. It is a non-contact system that measures infra-red radiation with a second senor - the Sky Spy - that provides input for sky radiation correction. It measures temperatures in the range -10-70C with an accuracy of 0.3C below 30C and 0.5C above 30C. The standard field of view is 10 degrees with 5 and 2 degrees available as options. The sensor is encased in a solid block of plastic hermetically sealed into a titanium case to provide waterproofing and resistance to salt spray.,1,false,2015-08-04 13:54:57.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0956/,SDN:L22::TOOL0956,Barringer M123 Marine Proton Magnetometer,"Barringer M123 magnetometer is a towed proton precession magnetometer that takes measurements of the Earth's magnetic field. Self contained system but requires 110 VAC, 50 Hz, 13 amp for the mangetometer console. System comprises of the Barringer M123 magnetometer console, sensor bottle and cable, deck lead sensor cable reel to console, W +W two channel recorder and Black Box BCD convertor for digital logging.",1,false,2015-12-01 14:39:08.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0532/,SDN:L22::TOOL0532,ThermoFinnigan EA 1112 Flash Elemental Analyser,"A laboratory instrument used to determine total carbon, hydrogen, nitrogen, sulphur and oxygen in a sample. The sample is completely and instantaneously oxidised by flash combustion, which converts all organic and inorganic substances into combustion products. The resulting combustion gases pass through a reduction furnace and are swept into the chromatographic column by the helium carrier gas. The gases are separated in the column and detected by the thermal conductivity detector which gives an output signal proportional to the concentration of the individual components of the mixture. ThermoFinnigan is part of Thermo Fisher Scientific.",1,false,2012-08-21 12:05:06.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0908/,SDN:L22::TOOL0908,PerkinElmer 2400 Series II CHNS and O elemental analyzer,"A bench-top elemental analyser that is capable of operating in three modes: CHN, CHNS and Oxygen, is fully automated, and includes a 60 position autosampler. CHN and CHNS are determined via the classical Pregl-\nDumas method where samples are combusted in a pure\noxygen environment. Oxygen determination is based on the classical Unterzuacher method which incorporates the modifications of Oita, Conway and Culmo where samples are converted to carbon monoxide following after pryolisation and reaction with a platinised carbon reagent. The analyser has an accuracy of <=0.3% and a precision of <=02%. The analytical range is from 0.001 -3.6 mgs for C, 0.001-1.0 for H, 0.001-6 mgs for N and 0.001 to 2.0 mgs for S and O.",2,false,2015-11-11 10:05:17.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1380/,SDN:L22::TOOL1380,Shimadzu Total Organic Carbon Analyser (TOC-LCPH),"A PC-controlled, total organic carbon analyser (high-sensitivity model), designed to make sample measurements of total carbon (TC), inorganic carbon (IC) and non-purgeable organic carbon (NPOC); total organic carbon (TOC) can be calculated by subtracting IC from TC measurements. An optional accessory enables the measurement of particulate organic carbon (POC) and total nitrogen (TN) as well. The instrument uses the 680 degC combustion catalytic oxidation method to analyse aqueous samples, and optionally solid and gas samples. TOC-LCPH analyses sample injection volumes within (10 - 2000) uL, and the measurement ranges are (0 - 30) g/L for TC, and (0 - 35) g/L for IC; the detection limit is 4 ug/L, and the coefficient of variation is at most 1.5%. The optional POC accessory measures within the (0 - 0.5) g/L range; the optional TN accessory measures within the (0 - 10) g/L range, at a detection limit of 5 ug/L and with a coefficient of variation of at most 3%.",1,false,2020-01-08 15:44:17.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0849/,SDN:L22::TOOL0849,Shimadzu Total Organic Carbon Analyser (TOC-VCPH),"A PC-controlled, total organic carbon analyser (high-sensitivity model), designed to measure total carbon (TC), inorganic carbon (IC), total organic carbon (TOC) and non-purgeable organic carbon (NPOC); an optional accessory enables the measurement of particulate organic carbon (POC) and total nitrogen (TN) as well. The instrument uses the 680 degC combustion catalytic oxidation method to analyse aqueous samples, and optionally solid and gas samples. TOC-VCPH analyses sample injection volumes within (10 - 2000) uL, and the measurement ranges are (0-25) g/L for TC, and (0-30) g/L for IC; the detection limit is 4 ug/L, and the coefficient of variation is at most 1.5%. The optional TN accessory measures within the (0-4) g/L range, at a detection limit of 5 ug/L and with a coefficient of variation of at most 3%.",2,false,2016-11-09 16:50:23.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0496/,SDN:L22::TOOL0496,Carlo Erba NC 2500 elemental analyser,"A laboratory instrument that simultaneously determines total nitrogen, total hydrogen and total carbon in a solid sample. The sample is completely and instantaneously oxidised by flash combustion, which converts all organic and inorganic substances into combustion products.The resulting combustion gases pass through a reduction furnace and are swept into the chromatographic column by the helium carrier gas. The gases are separated in the column and quantified or they can be introduced into another instrument, such as an isotope ratio mass spectrometer, for further analysis. The instrument was originally manufactured by CE instruments (formerly Carlo Erba) and has since been replaced by Thermo Scientific (part of Thermo Fisher Scientific). This model is no longer in production.",1,false,2012-05-21 15:03:55.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1033/,SDN:L22::TOOL1033,Shimadzu Total Organic Carbon Analyser (TOC-VCPN),"A PC-controlled, total organic carbon analyser (standard model), designed to make sample measurements of total carbon (TC), inorganic carbon (IC), total organic carbon (TOC) and non-purgeable organic carbon (NPOC); an optional accessory enables the measurement of particulate organic carbon (POC) and total nitrogen (TN) as well. The instrument uses the 680 degC combustion catalytic oxidation method to analyse aqueous samples, and optionally solid and gas samples. TOC-VCPN analyses sample injection volumes within (10 - 150) uL, and the measurement ranges are (0-25) g/L for TC, and (0-3) g/L for IC; the detection limit is 50 ug/L, and the coefficient of variation is at most 1.5%. The optional TN accessory measures within the (0-4) g/L range, at a detection limit of 20 ug/L and with a coefficient of variation of at most 3%.",1,false,2016-11-09 17:06:10.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1128/,SDN:L22::TOOL1128,Exeter Analytical Model CE-440 elemental analyser,"A fully automated elemental analyser capable of analysing carbon, hydrogen, nitrogen, oxygen and sulphur. The 440 used a thermal conductivity detection method and has both static and dynamic combustion along with a horizontal furnace. It has an analysis time of less than 5 minutes. it has an accuracy with standard organic compounds of +/-0.15% absolute plus +/-0.15% relative and a detection range of 100 ppm to 100%.",1,false,2017-05-05 14:33:21.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0847/,SDN:L22::TOOL0847,Costech International Elemental Combustion System (ECS) 4010,"The ECS 4010 Nitrogen / Protein Analyzer is an elemental combustion analyser for CHNSO elemental analysis and Nitrogen / Protein determination. The GC oven and separation column have a temperature range of 30-110 degC, with control of +/- 0.1 degC.",1,false,2015-04-28 12:36:02.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0631/,SDN:L22::TOOL0631,CHN elemental analyser,"A laboratory instrument that primarily determines total carbon, hydrogen and nitrogen in a sample but may also measure total sulphur and oxygen. Flash combustion is used to convert all organic and inorganic substances into combustion products. The resulting combustion gases pass through a reduction furnace and are then swept into the chromatographic column by a carrier gas where they are separated and detected.",1,false,2013-07-29 16:29:24.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1182/,SDN:L22::TOOL1182,Carlo-Erba EA-1108 elemental analyser,"An elemental analyser. It simultaneously determines the total carbon, hydrogen, nitrogen and sulphur in a small solid or liquid sample. A sample is put into a tin capsule which is placed in the combustion tube. Here, the sample is in oxygen rich gas stream which causes flash combustion of the tin capsule and in turn the sample is rapidly combusted. The resulting gases are separated on a packed gas chromatography column and quantified using a thermal conductivity detector. The instrument was originally manufactured by Carlo-Erba, which has since been replaced by Thermo Scientific (part of Thermo Fisher Scientific). This model is no longer in production. It is also possible to determine oxygen with a modification to the systems configuration. Analysis times: CHN in 7 min, S in 5 min and O in 6 min. Range: 10 ppm to 100%.",1,false,2017-11-27 16:02:45.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0943/,SDN:L22::TOOL0943,PDZ Europa ANCA-GSL elemental analyzer,"The ANCA-GSL module allows samples such as soil, viscous liquids, plant material and organic compounds, to be analysed directly by using Dumas combustion for 15N, 13C & 34S or pyrolysis for 18O and D. It also allows isotope analysis of abundant gases from septum sealed containers. During combustion mode, a capsule containing the sample falls into the combustion tube and is converted in the presence of oxygen to CO2, N2, NOx and H2O. An elemental copper stage reduces NOx, a MgClO4 trap removes water vapour, a switchable Carbosorb trap can be used to remove CO2 (for 15N only analyses) and a GC column separates CO2 from N2 (allowing dual isotope analysis). Modified packings, a Nafion dryer and different GC column allow 34S analysis. The sample preparation unit consists of a 66 place autosampler for unattended operation (larger options are available), 2 furnaces able to operate to 1100 deg C, an on-board microprocessor. The analyser is capable of dual isotope analysis of 15N and 13C. For CO (18O), H2 (2H), N2 (15N), CO2 (13C), CO2 (18O) and SO2 (34S) with precisions between 0.1 and 3 dependent on the element.",1,false,2015-11-11 12:35:19.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL0470/,SDN:L22::TOOL0470,Carlo-Erba NA-1500 elemental analyser,"A laboratory instrument that simultaneously determines total nitrogen and total carbon from a wide range of organic and inorganic sediment samples. The sample is completely and instantaneously oxidised by flash combustion, which converts all organic and inorganic substances into combustion products. The resulting combustion gases pass through a reduction furnace and are swept into the chromatographic column by the carrier gas which is helium. The gases are separated in the column and detected by the thermal conductivity detector which gives an output signal proportional to the concentration of the individual components of the mixture. The instrument was originally manufactured by Carlo-Erba, which has since been replaced by Thermo Scientific (part of Thermo Fisher Scientific). This model is no longer in production.",1,false,2012-02-21 16:06:42.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1297/,SDN:L22::TOOL1297,Malvern Mastersizer 2000 laser diffraction particle size analyser,Laser diffraction particle analyser measures the distribution of different particles sizes in both dry and wet samples. A laser beam passes through a dispersed particulate sample and the angular variation in intensity of the scattered light is measured. The angular scattering intensity data is then analysed to calculate the size of the particles that created the scattering pattern using the Mie theory of light scattering. The instrument has a particle size range of 0.02 to 2000 microns.,1,false,2018-11-22 16:18:08.0
http://vocab.nerc.ac.uk/collection/L22/current/TOOL1295/,SDN:L22::TOOL1295,Sea-Bird SeaKeeper thermosalinograph,"A themosalinograph. It is designed for shipboard determination of sea surface pumped-water conductivity and temperature. It can measure temperature in a range from -5 deg C to +35 deg C and conductivity from 0 S/m to 7 S/m. The SeaKeeper uses the same same temperature conductivity sensors used in the SBE 21 Thermosalinograph, but has improved acquisition electronics that increase accuracy and resolution, and lower power consumption. The initial acuracy of the temperature sensor is 0.002 deg C and 0.0003 S/m for conductivity.",1,false,2018-11-19 15:04:09.0
